phase error in absolute resolution,track offset curve in absolute resolution,phase margin in absolute resolution,single turn position in degree,continuous single turn position in degree
-80,-84,4,303.28857421875,303.28857421875
-80,-84,4,303.22265625,303.22265625
-80,-84,4,303.134765625,303.134765625
-81,-84,3,303.02490234375,303.02490234375
-78,-84,6,303.0029296875,303.0029296875
-75,-84,9,302.98095703125,302.98095703125
-69,-84,15,303.02490234375,303.02490234375
-68,-84,16,302.98095703125,302.98095703125
-69,-84,15,302.87109375,302.87109375
-67,-84,17,302.8271484375,302.8271484375
-67,-84,17,302.7392578125,302.7392578125
-66,-84,18,302.67333984375,302.67333984375
-65,-84,19,302.607421875,302.607421875
-65,-84,19,302.51953125,302.51953125
-65,-84,19,302.45361328125,302.45361328125
-64,-84,20,302.3876953125,302.3876953125
-65,-84,19,302.27783203125,302.27783203125
-67,-84,17,302.14599609375,302.14599609375
-69,-84,15,302.01416015625,302.01416015625
-74,-84,10,301.81640625,301.81640625
-77,-84,7,301.66259765625,301.66259765625
-78,-84,6,301.552734375,301.552734375
-82,-84,2,301.39892578125,301.39892578125
-80,-84,4,301.35498046875,301.35498046875
-81,-84,3,301.2451171875,301.2451171875
-84,-84,0,301.09130859375,301.09130859375
-87,-84,-3,300.9375,300.9375
-86,-88,2,300.87158203125,300.87158203125
-86,-88,2,300.78369140625,300.78369140625
-84,-88,4,300.73974609375,300.73974609375
-82,-88,6,300.7177734375,300.7177734375
-79,-88,9,300.69580078125,300.69580078125
-77,-88,11,300.65185546875,300.65185546875
-76,-88,12,300.5859375,300.5859375
-74,-88,14,300.5419921875,300.5419921875
-76,-88,12,300.41015625,300.41015625
-76,-88,12,300.322265625,300.322265625
-73,-88,15,300.322265625,300.322265625
-71,-88,17,300.2783203125,300.2783203125
-70,-88,18,300.21240234375,300.21240234375
-68,-88,20,300.16845703125,300.16845703125
-68,-88,20,300.08056640625,300.08056640625
-67,-88,21,300.0146484375,300.0146484375
-63,-88,25,300.0146484375,300.0146484375
-65,-88,23,299.8828125,299.8828125
-66,-88,22,299.794921875,299.794921875
-65,-88,23,299.72900390625,299.72900390625
-63,-88,25,299.68505859375,299.68505859375
-64,-88,24,299.5751953125,299.5751953125
-65,-88,23,299.46533203125,299.46533203125
-64,-88,24,299.3994140625,299.3994140625
-67,-88,21,299.24560546875,299.24560546875
-68,-88,20,299.15771484375,299.15771484375
-73,-88,15,298.9599609375,298.9599609375
-78,-88,10,298.76220703125,298.76220703125
-81,-88,7,298.6083984375,298.6083984375
-83,-88,5,298.4765625,298.4765625
-85,-88,3,298.3447265625,298.3447265625
-84,-88,4,298.27880859375,298.27880859375
-87,-88,1,298.125,298.125
-86,-92,6,298.05908203125,298.05908203125
-86,-92,6,297.9931640625,297.9931640625
-85,-92,7,297.92724609375,297.92724609375
-83,-92,9,297.88330078125,297.88330078125
-82,-92,10,297.8173828125,297.8173828125
-81,-92,11,297.75146484375,297.75146484375
-76,-92,16,297.7734375,297.7734375
-76,-92,16,297.685546875,297.685546875
-72,-92,20,297.70751953125,297.70751953125
-70,-92,22,297.66357421875,297.66357421875
-70,-92,22,297.57568359375,297.57568359375
-68,-92,24,297.53173828125,297.53173828125
-67,-92,25,297.4658203125,297.4658203125
-62,-92,30,297.48779296875,297.48779296875
-61,-92,31,297.421875,297.421875
-61,-92,31,297.35595703125,297.35595703125
-60,-92,32,297.2900390625,297.2900390625
-56,-92,36,297.2900390625,297.2900390625
-55,-92,37,297.22412109375,297.22412109375
-51,-92,41,297.22412109375,297.22412109375
-48,-92,44,297.22412109375,297.22412109375
-49,-92,43,297.1142578125,297.1142578125
-49,-92,43,297.0263671875,297.0263671875
-50,-92,42,296.91650390625,296.91650390625
-54,-92,38,296.74072265625,296.74072265625
-56,-92,36,296.60888671875,296.60888671875
-57,-92,35,296.4990234375,296.4990234375
-59,-92,33,296.38916015625,296.38916015625
-61,-92,31,296.25732421875,296.25732421875
-65,-92,27,296.08154296875,296.08154296875
-68,-92,24,295.927734375,295.927734375
-71,-92,21,295.77392578125,295.77392578125
-72,-92,20,295.6640625,295.6640625
-74,-92,18,295.5322265625,295.5322265625
-75,-92,17,295.42236328125,295.42236328125
-77,-92,15,295.3125,295.3125
-77,-96,19,295.224609375,295.224609375
-75,-96,21,295.1806640625,295.1806640625
-72,-96,24,295.15869140625,295.15869140625
-72,-96,24,295.07080078125,295.07080078125
-73,-96,23,294.9609375,294.9609375
-72,-96,24,294.89501953125,294.89501953125
-72,-96,24,294.8291015625,294.8291015625
-71,-96,25,294.76318359375,294.76318359375
-69,-96,27,294.71923828125,294.71923828125
-69,-96,27,294.63134765625,294.63134765625
-64,-96,32,294.6533203125,294.6533203125
-63,-96,33,294.58740234375,294.58740234375
-65,-96,31,294.4775390625,294.4775390625
-64,-96,32,294.41162109375,294.41162109375
-62,-96,34,294.36767578125,294.36767578125
-62,-96,34,294.27978515625,294.27978515625
-60,-96,36,294.23583984375,294.23583984375
-59,-96,37,294.169921875,294.169921875
-56,-96,40,294.169921875,294.169921875
-55,-96,41,294.10400390625,294.10400390625
-58,-96,38,293.9501953125,293.9501953125
-61,-96,35,293.79638671875,293.79638671875
-61,-96,35,293.70849609375,293.70849609375
-64,-96,32,293.5546875,293.5546875
-68,-96,28,293.37890625,293.37890625
-73,-96,23,293.203125,293.203125
-75,-96,21,293.0712890625,293.0712890625
-77,-96,19,292.939453125,292.939453125
-76,-96,20,292.87353515625,292.87353515625
-82,-96,14,292.65380859375,292.65380859375
-82,-96,14,292.56591796875,292.56591796875
-83,-96,13,292.4560546875,292.4560546875
-85,-96,11,292.32421875,292.32421875
-87,-96,9,292.21435546875,292.21435546875
-89,-96,7,292.08251953125,292.08251953125
-86,-96,10,292.060546875,292.060546875
-85,-96,11,291.99462890625,291.99462890625
-82,-96,14,291.97265625,291.97265625
-83,-96,13,291.86279296875,291.86279296875
-80,-96,16,291.8408203125,291.8408203125
-79,-96,17,291.77490234375,291.77490234375
-74,-96,22,291.796875,291.796875
-73,-96,23,291.7529296875,291.7529296875
-71,-96,25,291.708984375,291.708984375
-71,-96,25,291.62109375,291.62109375
-70,-96,26,291.55517578125,291.55517578125
-68,-96,28,291.51123046875,291.51123046875
-65,-96,31,291.4892578125,291.4892578125
-60,-96,36,291.533203125,291.533203125
-55,-96,41,291.55517578125,291.55517578125
-55,-96,41,291.46728515625,291.46728515625
-53,-96,43,291.42333984375,291.42333984375
-53,-96,43,291.33544921875,291.33544921875
-53,-96,43,291.24755859375,291.24755859375
-52,-96,44,291.181640625,291.181640625
-55,-96,41,291.02783203125,291.02783203125
-59,-96,37,290.8740234375,290.8740234375
-61,-96,35,290.7421875,290.7421875
-65,-96,31,290.56640625,290.56640625
-68,-96,28,290.41259765625,290.41259765625
-71,-96,25,290.2587890625,290.2587890625
-76,-96,20,290.06103515625,290.06103515625
-75,-96,21,289.9951171875,289.9951171875
-75,-96,21,289.9072265625,289.9072265625
-80,-96,16,289.7314453125,289.7314453125
-88,-96,8,289.4677734375,289.4677734375
-87,-96,9,289.40185546875,289.40185546875
-87,-96,9,289.31396484375,289.31396484375
-87,-96,9,289.22607421875,289.22607421875
-82,-96,14,289.248046875,289.248046875
-83,-96,13,289.13818359375,289.13818359375
-85,-96,11,289.00634765625,289.00634765625
-86,-96,10,288.896484375,288.896484375
-86,-96,10,288.83056640625,288.83056640625
-87,-96,9,288.720703125,288.720703125
-86,-96,10,288.65478515625,288.65478515625
-83,-96,13,288.6328125,288.6328125
-85,-96,11,288.5009765625,288.5009765625
-86,-96,10,288.39111328125,288.39111328125
-87,-96,9,288.28125,288.28125
-87,-96,9,288.21533203125,288.21533203125
-86,-96,10,288.1494140625,288.1494140625
-85,-96,11,288.08349609375,288.08349609375
-85,-96,11,287.99560546875,287.99560546875
-80,-96,16,288.017578125,288.017578125
-83,-96,13,287.8857421875,287.8857421875
-84,-96,12,287.77587890625,287.77587890625
-85,-96,11,287.666015625,287.666015625
-88,-96,8,287.51220703125,287.51220703125
-91,-96,5,287.3583984375,287.3583984375
-94,-96,2,287.20458984375,287.20458984375
-97,-96,-1,287.05078125,287.05078125
-105,-96,-9,286.80908203125,286.80908203125
-106,-96,-10,286.69921875,286.69921875
-112,-96,-16,286.4794921875,286.4794921875
-117,-96,-21,286.28173828125,286.28173828125
-118,-96,-22,286.171875,286.171875
-123,-96,-27,285.97412109375,285.97412109375
-130,-96,-34,285.732421875,285.732421875
-131,-96,-35,285.62255859375,285.62255859375
-132,-96,-36,285.53466796875,285.53466796875
-139,-96,-43,285.29296875,285.29296875
-135,-96,-39,285.29296875,285.29296875
-134,-96,-38,285.22705078125,285.22705078125
-132,-96,-36,285.18310546875,285.18310546875
-130,-96,-34,285.13916015625,285.13916015625
-129,-96,-33,285.0732421875,285.0732421875
-127,-96,-31,285.05126953125,285.05126953125
-131,-96,-35,284.87548828125,284.87548828125
-127,-96,-31,284.87548828125,284.87548828125
-127,-96,-31,284.78759765625,284.78759765625
-127,-96,-31,284.69970703125,284.69970703125
-125,-96,-29,284.65576171875,284.65576171875
-125,-96,-29,284.56787109375,284.56787109375
