phase error in absolute resolution,track offset curve in absolute resolution,phase margin in absolute resolution,single turn position in degree,continuous single turn position in degree
41,56,-15,63.34716796875,63.34716796875
42,56,-14,63.28125,63.28125
37,56,-19,63.08349609375,63.08349609375
39,56,-17,63.03955078125,63.03955078125
41,56,-15,63.017578125,63.017578125
44,56,-12,62.99560546875,62.99560546875
46,56,-10,62.95166015625,62.95166015625
50,56,-6,62.95166015625,62.95166015625
51,56,-5,62.8857421875,62.8857421875
53,56,-3,62.86376953125,62.86376953125
49,56,-7,62.68798828125,62.68798828125
53,56,-3,62.68798828125,62.68798828125
57,56,1,62.68798828125,62.68798828125
59,56,3,62.64404296875,62.64404296875
57,56,1,62.51220703125,62.51220703125
55,56,-1,62.38037109375,62.38037109375
50,56,-6,62.1826171875,62.1826171875
49,56,-7,62.0947265625,62.0947265625
50,56,-6,62.02880859375,62.02880859375
51,56,-5,61.962890625,61.962890625
54,56,-2,61.94091796875,61.94091796875
55,56,-1,61.875,61.875
54,52,2,61.76513671875,61.76513671875
54,52,2,61.67724609375,61.67724609375
55,52,3,61.611328125,61.611328125
55,52,3,61.54541015625,61.54541015625
51,52,-1,61.36962890625,61.36962890625
46,52,-6,61.171875,61.171875
48,52,-4,61.1279296875,61.1279296875
50,52,-2,61.083984375,61.083984375
47,52,-5,60.93017578125,60.93017578125
48,52,-4,60.8642578125,60.8642578125
46,52,-6,60.732421875,60.732421875
47,52,-5,60.66650390625,60.66650390625
47,52,-5,60.6005859375,60.6005859375
45,52,-7,60.46875,60.46875
44,52,-8,60.35888671875,60.35888671875
42,52,-10,60.22705078125,60.22705078125
46,52,-6,60.22705078125,60.22705078125
47,52,-5,60.1611328125,60.1611328125
51,52,-1,60.1611328125,60.1611328125
53,52,1,60.1171875,60.1171875
52,52,0,60.029296875,60.029296875
52,52,0,59.94140625,59.94140625
55,52,3,59.91943359375,59.91943359375
55,52,3,59.83154296875,59.83154296875
53,52,1,59.69970703125,59.69970703125
56,52,4,59.677734375,59.677734375
49,52,-3,59.43603515625,59.43603515625
48,52,-4,59.326171875,59.326171875
47,52,-5,59.21630859375,59.21630859375
43,48,-5,59.04052734375,59.04052734375
42,48,-6,58.9306640625,58.9306640625
44,48,-4,58.88671875,58.88671875
38,48,-10,58.6669921875,58.6669921875
38,48,-10,58.60107421875,58.60107421875
36,48,-12,58.46923828125,58.46923828125
34,48,-14,58.33740234375,58.33740234375
33,48,-15,58.2275390625,58.2275390625
31,48,-17,58.095703125,58.095703125
33,48,-15,58.0517578125,58.0517578125
31,48,-17,57.919921875,57.919921875
28,48,-20,57.76611328125,57.76611328125
29,48,-19,57.7001953125,57.7001953125
26,48,-22,57.568359375,57.568359375
23,48,-25,57.41455078125,57.41455078125
21,48,-27,57.28271484375,57.28271484375
21,48,-27,57.19482421875,57.19482421875
24,48,-24,57.1728515625,57.1728515625
23,48,-25,57.06298828125,57.06298828125
24,48,-24,56.9970703125,56.9970703125
27,48,-21,56.9970703125,56.9970703125
27,48,-21,56.9091796875,56.9091796875
28,48,-20,56.84326171875,56.84326171875
28,48,-20,56.75537109375,56.75537109375
29,48,-19,56.689453125,56.689453125
31,48,-17,56.6455078125,56.6455078125
30,48,-18,56.5576171875,56.5576171875
30,48,-18,56.4697265625,56.4697265625
32,48,-16,56.42578125,56.42578125
37,48,-11,56.44775390625,56.44775390625
38,48,-10,56.3818359375,56.3818359375
39,48,-9,56.31591796875,56.31591796875
37,44,-7,56.18408203125,56.18408203125
32,44,-12,55.986328125,55.986328125
31,44,-13,55.8984375,55.8984375
32,44,-12,55.83251953125,55.83251953125
35,44,-9,55.810546875,55.810546875
39,44,-5,55.810546875,55.810546875
40,44,-4,55.74462890625,55.74462890625
40,44,-4,55.65673828125,55.65673828125
39,44,-5,55.546875,55.546875
40,44,-4,55.5029296875,55.5029296875
42,44,-2,55.458984375,55.458984375
42,44,-2,55.37109375,55.37109375
46,44,2,55.37109375,55.37109375
45,44,1,55.26123046875,55.26123046875
44,44,0,55.1513671875,55.1513671875
42,44,-2,55.04150390625,55.04150390625
44,44,0,54.99755859375,54.99755859375
43,44,-1,54.8876953125,54.8876953125
42,44,-2,54.77783203125,54.77783203125
41,44,-3,54.66796875,54.66796875
41,44,-3,54.580078125,54.580078125
48,44,4,54.66796875,54.66796875
51,44,7,54.64599609375,54.64599609375
51,44,7,54.55810546875,54.55810546875
53,44,9,54.51416015625,54.51416015625
55,44,11,54.47021484375,54.47021484375
55,44,11,54.404296875,54.404296875
54,44,10,54.29443359375,54.29443359375
55,44,11,54.228515625,54.228515625
56,44,12,54.16259765625,54.16259765625
55,44,11,54.052734375,54.052734375
53,44,9,53.9208984375,53.9208984375
56,44,12,53.89892578125,53.89892578125
52,44,8,53.72314453125,53.72314453125
49,44,5,53.5693359375,53.5693359375
47,44,3,53.45947265625,53.45947265625
41,40,1,53.23974609375,53.23974609375
42,40,2,53.173828125,53.173828125
45,40,5,53.15185546875,53.15185546875
39,40,-1,52.93212890625,52.93212890625
38,40,-2,52.822265625,52.822265625
39,40,-1,52.75634765625,52.75634765625
37,40,-3,52.646484375,52.646484375
34,40,-6,52.49267578125,52.49267578125
35,40,-5,52.4267578125,52.4267578125
34,40,-6,52.31689453125,52.31689453125
27,40,-13,52.0751953125,52.0751953125
31,40,-9,52.0751953125,52.0751953125
30,40,-10,51.96533203125,51.96533203125
29,40,-11,51.87744140625,51.87744140625
26,40,-14,51.7236328125,51.7236328125
27,40,-13,51.65771484375,51.65771484375
25,40,-15,51.52587890625,51.52587890625
28,40,-12,51.50390625,51.50390625
27,40,-13,51.416015625,51.416015625
28,40,-12,51.35009765625,51.35009765625
26,40,-14,51.21826171875,51.21826171875
33,40,-7,51.2841796875,51.2841796875
30,40,-10,51.13037109375,51.13037109375
29,40,-11,51.04248046875,51.04248046875
31,40,-9,50.99853515625,50.99853515625
29,40,-11,50.86669921875,50.86669921875
27,40,-13,50.73486328125,50.73486328125
31,40,-9,50.73486328125,50.73486328125
32,40,-8,50.6689453125,50.6689453125
29,36,-7,50.51513671875,50.51513671875
31,36,-5,50.4931640625,50.4931640625
30,36,-6,50.38330078125,50.38330078125
33,36,-3,50.361328125,50.361328125
30,36,-6,50.20751953125,50.20751953125
31,36,-5,50.1416015625,50.1416015625
29,36,-7,50.009765625,50.009765625
26,36,-10,49.85595703125,49.85595703125
26,36,-10,49.7900390625,49.7900390625
26,36,-10,49.7021484375,49.7021484375
25,36,-11,49.59228515625,49.59228515625
22,36,-14,49.4384765625,49.4384765625
23,36,-13,49.37255859375,49.37255859375
23,36,-13,49.28466796875,49.28466796875
25,36,-11,49.24072265625,49.24072265625
21,36,-15,49.06494140625,49.06494140625
17,36,-19,48.88916015625,48.88916015625
14,36,-22,48.7353515625,48.7353515625
12,36,-24,48.603515625,48.603515625
16,36,-20,48.62548828125,48.62548828125
12,36,-24,48.44970703125,48.44970703125
12,36,-24,48.36181640625,48.36181640625
10,36,-26,48.22998046875,48.22998046875
11,36,-25,48.1640625,48.1640625
12,36,-24,48.09814453125,48.09814453125
9,36,-27,47.9443359375,47.9443359375
8,36,-28,47.83447265625,47.83447265625
9,32,-23,47.79052734375,47.79052734375
5,32,-27,47.61474609375,47.61474609375
3,32,-29,47.48291015625,47.48291015625
0,32,-32,47.3291015625,47.3291015625
1,32,-31,47.26318359375,47.26318359375
0,32,-32,47.1533203125,47.1533203125
0,32,-32,47.04345703125,47.04345703125
0,32,-32,46.9775390625,46.9775390625
0,32,-32,46.86767578125,46.86767578125
0,32,-32,46.77978515625,46.77978515625
-1,32,-33,46.69189453125,46.69189453125
-5,32,-37,46.51611328125,46.51611328125
-7,32,-39,46.38427734375,46.38427734375
-8,32,-40,46.2744140625,46.2744140625
-8,32,-40,46.1865234375,46.1865234375
-10,32,-42,46.0546875,46.0546875
-8,32,-40,46.0107421875,46.0107421875
-12,32,-44,45.8349609375,45.8349609375
-12,32,-44,45.7470703125,45.7470703125
-13,32,-45,45.63720703125,45.63720703125
-11,32,-43,45.615234375,45.615234375
-9,32,-41,45.5712890625,45.5712890625
-7,32,-39,45.52734375,45.52734375
-5,32,-37,45.4833984375,45.4833984375
-8,32,-40,45.32958984375,45.32958984375
-9,32,-41,45.24169921875,45.24169921875
-7,32,-39,45.19775390625,45.19775390625
-7,32,-39,45.10986328125,45.10986328125
-4,32,-36,45.087890625,45.087890625
0,32,-32,45.10986328125,45.10986328125
0,32,-32,45.0439453125,45.0439453125
1,32,-31,44.97802734375,44.97802734375
3,32,-29,44.93408203125,44.93408203125
3,32,-29,44.84619140625,44.84619140625
4,32,-28,44.7802734375,44.7802734375
4,32,-28,44.71435546875,44.71435546875
3,32,-29,44.6044921875,44.6044921875
6,32,-26,44.58251953125,44.58251953125
8,32,-24,44.53857421875,44.53857421875
6,32,-26,44.40673828125,44.40673828125
8,32,-24,44.36279296875,44.36279296875
10,32,-22,44.31884765625,44.31884765625
8,32,-24,44.208984375,44.208984375
11,32,-21,44.18701171875,44.18701171875
13,32,-19,44.14306640625,44.14306640625
15,32,-17,44.09912109375,44.09912109375
10,32,-22,43.9013671875,43.9013671875
10,32,-22,43.8134765625,43.8134765625
10,32,-22,43.7255859375,43.7255859375
11,32,-21,43.65966796875,43.65966796875
12,32,-20,43.61572265625,43.61572265625
12,32,-20,43.52783203125,43.52783203125
13,32,-19,43.4619140625,43.4619140625
16,32,-16,43.43994140625,43.43994140625
15,32,-17,43.330078125,43.330078125
15,32,-17,43.2421875,43.2421875
16,32,-16,43.17626953125,43.17626953125
14,32,-18,43.04443359375,43.04443359375
12,32,-20,42.91259765625,42.91259765625
11,32,-21,42.82470703125,42.82470703125
8,32,-24,42.6708984375,42.6708984375
10,32,-22,42.626953125,42.626953125
15,32,-17,42.64892578125,42.64892578125
14,32,-18,42.5390625,42.5390625
14,32,-18,42.451171875,42.451171875
9,32,-23,42.25341796875,42.25341796875
8,32,-24,42.16552734375,42.16552734375
10,32,-22,42.12158203125,42.12158203125
9,32,-23,42.01171875,42.01171875
8,32,-24,41.90185546875,41.90185546875
5,32,-27,41.748046875,41.748046875
8,32,-24,41.72607421875,41.72607421875
8,32,-24,41.63818359375,41.63818359375
4,32,-28,41.46240234375,41.46240234375
10,32,-22,41.50634765625,41.50634765625
9,32,-23,41.396484375,41.396484375
8,32,-24,41.28662109375,41.28662109375
6,32,-26,41.1767578125,41.1767578125
7,32,-25,41.11083984375,41.11083984375
8,32,-24,41.044921875,41.044921875
5,32,-27,40.89111328125,40.89111328125
4,32,-28,40.78125,40.78125
2,32,-30,40.6494140625,40.6494140625
4,32,-28,40.60546875,40.60546875
2,32,-30,40.4736328125,40.4736328125
-1,32,-33,40.31982421875,40.31982421875
0,32,-32,40.27587890625,40.27587890625
1,32,-31,40.2099609375,40.2099609375
4,32,-28,40.18798828125,40.18798828125
3,32,-29,40.078125,40.078125
7,32,-25,40.10009765625,40.10009765625
3,32,-29,39.92431640625,39.92431640625
2,32,-30,39.814453125,39.814453125
0,32,-32,39.66064453125,39.66064453125
5,32,-27,39.70458984375,39.70458984375
6,32,-26,39.66064453125,39.66064453125
6,32,-26,39.57275390625,39.57275390625
7,32,-25,39.5068359375,39.5068359375
4,32,-28,39.35302734375,39.35302734375
1,32,-31,39.19921875,39.19921875
0,32,-32,39.111328125,39.111328125
-1,32,-33,38.9794921875,38.9794921875
-1,32,-33,38.8916015625,38.8916015625
-1,32,-33,38.8037109375,38.8037109375
0,32,-32,38.759765625,38.759765625
0,32,-32,38.671875,38.671875
-2,32,-34,38.5400390625,38.5400390625
-1,32,-33,38.47412109375,38.47412109375
-1,32,-33,38.38623046875,38.38623046875
-3,32,-35,38.25439453125,38.25439453125
0,32,-32,38.232421875,38.232421875
0,32,-32,38.14453125,38.14453125
-2,32,-34,38.03466796875,38.03466796875
0,32,-32,38.0126953125,38.0126953125
-3,32,-35,37.8369140625,37.8369140625
-3,32,-35,37.7490234375,37.7490234375
-7,32,-39,37.5732421875,37.5732421875
-5,32,-37,37.529296875,37.529296875
-5,32,-37,37.44140625,37.44140625
-10,32,-42,37.265625,37.265625
-9,32,-41,37.19970703125,37.19970703125
-8,32,-40,37.1337890625,37.1337890625
-7,32,-39,37.06787109375,37.06787109375
-6,32,-38,37.001953125,37.001953125
-10,32,-42,36.826171875,36.826171875
-13,32,-45,36.67236328125,36.67236328125
-11,32,-43,36.650390625,36.650390625
-12,32,-44,36.54052734375,36.54052734375
-9,32,-41,36.5185546875,36.5185546875
-9,32,-41,36.4306640625,36.4306640625
-9,32,-41,36.3427734375,36.3427734375
-11,32,-43,36.23291015625,36.23291015625
-9,32,-41,36.18896484375,36.18896484375
-8,32,-40,36.123046875,36.123046875
-7,32,-39,36.05712890625,36.05712890625
-14,32,-46,35.8154296875,35.8154296875
-9,32,-41,35.83740234375,35.83740234375
-15,32,-47,35.61767578125,35.61767578125
-16,32,-48,35.5078125,35.5078125
-15,32,-47,35.4638671875,35.4638671875
-13,32,-45,35.419921875,35.419921875
-12,32,-44,35.35400390625,35.35400390625
-15,32,-47,35.2001953125,35.2001953125
-15,32,-47,35.1123046875,35.1123046875
-10,32,-42,35.13427734375,35.13427734375
-11,32,-43,35.0244140625,35.0244140625
-10,32,-42,34.95849609375,34.95849609375
-6,32,-38,34.95849609375,34.95849609375
-3,32,-35,34.9365234375,34.9365234375
-7,32,-39,34.78271484375,34.78271484375
-4,32,-36,34.7607421875,34.7607421875
-2,32,-34,34.716796875,34.716796875
-2,32,-34,34.62890625,34.62890625
-2,32,-34,34.541015625,34.541015625
0,32,-32,34.4970703125,34.4970703125
0,32,-32,34.43115234375,34.43115234375
0,32,-32,34.34326171875,34.34326171875
3,32,-29,34.34326171875,34.34326171875
6,32,-26,34.3212890625,34.3212890625
8,32,-24,34.27734375,34.27734375
13,32,-19,34.29931640625,34.29931640625
14,32,-18,34.2333984375,34.2333984375
16,32,-16,34.21142578125,34.21142578125
17,32,-15,34.1455078125,34.1455078125
17,32,-15,34.0576171875,34.0576171875
16,32,-16,33.94775390625,33.94775390625
19,32,-13,33.92578125,33.92578125
19,32,-13,33.837890625,33.837890625
16,32,-16,33.7060546875,33.7060546875
19,32,-13,33.68408203125,33.68408203125
18,32,-14,33.57421875,33.57421875
18,32,-14,33.486328125,33.486328125
22,32,-10,33.486328125,33.486328125
22,32,-10,33.3984375,33.3984375
19,32,-13,33.24462890625,33.24462890625
18,32,-14,33.15673828125,33.15673828125
24,32,-8,33.20068359375,33.20068359375
25,32,-7,33.134765625,33.134765625
28,32,-4,33.11279296875,33.11279296875
33,32,1,33.134765625,33.134765625
34,32,2,33.0908203125,33.0908203125
34,32,2,33.0029296875,33.0029296875
33,32,1,32.89306640625,32.89306640625
34,32,2,32.8271484375,32.8271484375
34,32,2,32.7392578125,32.7392578125
38,32,6,32.7392578125,32.7392578125
41,32,9,32.7392578125,32.7392578125
44,32,12,32.71728515625,32.71728515625
47,32,15,32.6953125,32.6953125
49,32,17,32.6513671875,32.6513671875
48,32,16,32.54150390625,32.54150390625
48,32,16,32.45361328125,32.45361328125
51,32,19,32.431640625,32.431640625
50,32,18,32.34375,32.34375
54,32,22,32.34375,32.34375
60,32,28,32.3876953125,32.3876953125
59,32,27,32.2998046875,32.2998046875
59,32,27,32.2119140625,32.2119140625
60,32,28,32.14599609375,32.14599609375
57,32,25,31.9921875,31.9921875
58,32,26,31.92626953125,31.92626953125
55,32,23,31.7724609375,31.7724609375
55,32,23,31.70654296875,31.70654296875
57,32,25,31.66259765625,31.66259765625
53,32,21,31.48681640625,31.48681640625
51,32,19,31.35498046875,31.35498046875
51,32,19,31.26708984375,31.26708984375
54,32,22,31.2451171875,31.2451171875
54,32,22,31.17919921875,31.17919921875
52,32,20,31.04736328125,31.04736328125
48,32,16,30.87158203125,30.87158203125
48,32,16,30.78369140625,30.78369140625
