13882,12515
13934,12563
13985,12616
14036,12666
14090,12716
14139,12766
14190,12818
14246,12868
14301,12918
14352,12968
14398,13018
14450,13070
14508,13120
14557,13168
14607,13219
14661,13269
14714,13318
14768,13366
14818,13416
14871,13465
14923,13515
14973,13565
15024,13614
15076,13660
15130,13715
15184,13762
15237,13812
15285,13859
15338,13907
15390,13954
15444,14002
15495,14054
15548,14104
15595,14152
15648,14197
15700,14247
15749,14297
15802,14345
15853,14393
15903,14443
15954,14491
16003,14540
16054,14587
16104,14634
16155,14683
16205,14733
16256,14782
16306,14831
16356,14883
23,14931
73,14975
121,15023
176,15070
224,15121
274,15173
327,15221
380,15268
433,15319
490,15371
540,15420
595,15468
645,15519
702,15569
752,15619
804,15671
855,15723
910,15773
960,15821
1017,15869
1070,15922
1124,15973
1177,16025
1229,16078
1284,16128
1335,16176
1386,16226
1440,16275
1495,16326
1549,16380
1602,48
1658,96
1713,152
1767,205
1823,257
1874,310
1928,362
1984,412
2035,461
2088,517
2143,565
2198,617
2257,673
2313,729
2367,780
2422,831
2471,886
2528,941
2587,996
2640,1047
2694,1102
2751,1154
2803,1207
2858,1260
2912,1314
2966,1369
3025,1421
3077,1476
3133,1532
3189,1582
3243,1638
3297,1694
3351,1749
3408,1802
3467,1858
3519,1911
3572,1963
3627,2018
3683,2073
3737,2129
3791,2180
3846,2234
3898,2291
3949,2349
4007,2401
4063,2453
4117,2509
4170,2561
4222,2616
4277,2673
4331,2728
4386,2780
4440,2834
4496,2886
4550,2943
4602,2996
4660,3051
4715,3103
4770,3157
4825,3210
4882,3264
4935,3323
4991,3377
5043,3433
5099,3485
5155,3542
5214,3597
5266,3649
5323,3705
5377,3757
5435,3809
5490,3861
5545,3911
5601,3963
5656,4015
5708,4069
5761,4121
5818,4178
5872,4231
5929,4282
5983,4334
6041,4386
6097,4440
6147,4491
6201,4544
6259,4596
6320,4649
6375,4702
6427,4755
6479,4807
6535,4860
6590,4910
6649,4961
6701,5011
6756,5063
6810,5118
6864,5168
6919,5218
6972,5270
7023,5322
7077,5372
7131,5419
7185,5469
7241,5518
7296,5570
7351,5621
7402,5671
7453,5721
7509,5772
7566,5823
7617,5876
7672,5925
7724,5977
7780,6024
7830,6072
7885,6122
7937,6173
7990,6221
8044,6268
8095,6319
8149,6372
8200,6426
8258,6476
8308,6525
8361,6575
8412,6625
8468,6676
8521,6728
8576,6778
8630,6832
8684,6882
8739,6936
8796,6985
8846,7035
8903,7085
8955,7138
9011,7189
9068,7243
9122,7296
9177,7346
9237,7401
9291,7454
9346,7507
9402,7558
9459,7612
9516,7665
9572,7717
9627,7772
9683,7825
9740,7879
9794,7931
9848,7984
9906,8036
9964,8089
10019,8142
10071,8195
10123,8248
10183,8305
10242,8359
10294,8411
10351,8465
10408,8524
10463,8576
10521,8632
10581,8687
10634,8738
10691,8793
10751,8851
10806,8908
10860,8965
10918,9022
10975,9074
11030,9131
11087,9187
11144,9243
11198,9299
11257,9354
11313,9409
11372,9467
11427,9525
11482,9580
11536,9639
11590,9695
11651,9750
11708,9806
11761,9864
11822,9921
11876,9978
11934,10036
11990,10095
12044,10151
12098,10208
12151,10261
12206,10318
12264,10376
12319,10431
12374,10485
12433,10542
12485,10598
12541,10659
12595,10715
12653,10774
12712,10832
12769,10889
12821,10947
12878,11003
12930,11060
12984,11116
13039,11172
13097,11231
13151,11287
13206,11344
13265,11399
13319,11453
13376,11509
13433,11565
13490,11618
13545,11675
13599,11734
13652,11791
13708,11844
13764,11901
13823,11955
13879,12008
13933,12061
13989,12114
14043,12167
14102,12224
14156,12279
14214,12336
14264,12389
14320,12440
14376,12494
14430,12545
14482,12603
14542,12660
14601,12712
14653,12766
14707,12820
14759,12873
14815,12926
14876,12978
14929,13032
14979,13083
15034,13135
15088,13187
15144,13237
15198,13289
15251,13342
15308,13396
15359,13446
15411,13499
15464,13548
15520,13598
15578,13650
15635,13699
15687,13753
15736,13803
15789,13853
15846,13903
15899,13953
15952,14007
16007,14059
16059,14106
16113,14157
16158,14210
16214,14259
16268,14309
16321,14357
16378,14408
48,14460
95,14512
152,14561
204,14611
255,14658
309,14713
365,14763
418,14815
468,14865
521,14914
572,14965
631,15017
687,15069
742,15118
797,15166
853,15216
908,15269
961,15318
1016,15371
1073,15423
1126,15472
1178,15526
1233,15579
1284,15631
1338,15683
1397,15731
1452,15782
1506,15836
1564,15886
1622,15936
1673,15989
1728,16043
1782,16095
1837,16146
1896,16196
1954,16248
2006,16304
2063,16355
2121,21
2177,72
2233,125
2283,178
2341,231
2403,285
2457,343
2516,394
2567,449
2623,504
2678,556
2734,608
2788,662
2845,719
2903,772
2956,831
3014,884
3071,938
3125,989
3182,1044
3241,1102
3297,1155
3349,1210
3401,1264
3455,1315
3512,1369
3567,1427
3621,1481
3678,1532
3732,1588
3787,1640
3842,1696
3899,1754
3951,1809
4004,1864
4057,1915
4112,1971
4163,2027
4218,2082
4275,2134
4337,2184
4389,2242
4444,2298
4496,2352
4553,2408
4604,2461
4659,2516
4714,2572
4776,2625
4837,2678
4884,2735
4937,2789
