phase error in absolute resolution,track offset curve in absolute resolution,phase margin in absolute resolution,single turn position in degree,continuous single turn position in degree
51,32,19,30.65185546875,30.65185546875
49,32,17,30.52001953125,30.52001953125
51,32,19,30.47607421875,30.47607421875
47,32,15,30.30029296875,30.30029296875
47,32,15,30.21240234375,30.21240234375
48,32,16,30.16845703125,30.16845703125
45,32,13,30.0146484375,30.0146484375
47,32,15,29.970703125,29.970703125
45,32,13,29.8388671875,29.8388671875
43,32,11,29.70703125,29.70703125
44,32,12,29.64111328125,29.64111328125
49,32,17,29.68505859375,29.68505859375
49,32,17,29.59716796875,29.59716796875
53,32,21,29.59716796875,29.59716796875
52,32,20,29.4873046875,29.4873046875
54,32,22,29.443359375,29.443359375
54,32,22,29.37744140625,29.37744140625
54,32,22,29.28955078125,29.28955078125
54,32,22,29.20166015625,29.20166015625
51,32,19,29.0478515625,29.0478515625
52,32,20,28.98193359375,28.98193359375
47,32,15,28.80615234375,28.80615234375
45,32,13,28.67431640625,28.67431640625
44,32,12,28.564453125,28.564453125
46,32,14,28.5205078125,28.5205078125
45,32,13,28.41064453125,28.41064453125
47,32,15,28.388671875,28.388671875
46,32,14,28.27880859375,28.27880859375
48,32,16,28.23486328125,28.23486328125
48,32,16,28.14697265625,28.14697265625
46,32,14,28.01513671875,28.01513671875
46,32,14,27.92724609375,27.92724609375
45,32,13,27.8173828125,27.8173828125
46,32,14,27.7734375,27.7734375
52,32,20,27.8173828125,27.8173828125
54,32,22,27.7734375,27.7734375
54,32,22,27.685546875,27.685546875
57,32,25,27.685546875,27.685546875
55,32,23,27.5537109375,27.5537109375
55,32,23,27.4658203125,27.4658203125
57,32,25,27.421875,27.421875
61,32,29,27.421875,27.421875
66,32,34,27.4658203125,27.4658203125
67,32,35,27.39990234375,27.39990234375
70,32,38,27.3779296875,27.3779296875
73,32,41,27.35595703125,27.35595703125
75,32,43,27.31201171875,27.31201171875
76,32,44,27.26806640625,27.26806640625
79,32,47,27.24609375,27.24609375
87,32,55,27.333984375,27.333984375
88,32,56,27.26806640625,27.26806640625
86,32,54,27.158203125,27.158203125
86,32,54,27.0703125,27.0703125
88,32,56,27.0263671875,27.0263671875
85,32,53,26.87255859375,26.87255859375
83,32,51,26.74072265625,26.74072265625
83,32,51,26.6748046875,26.6748046875
82,32,50,26.56494140625,26.56494140625
83,32,51,26.4990234375,26.4990234375
83,32,51,26.4111328125,26.4111328125
81,32,49,26.279296875,26.279296875
76,32,44,26.103515625,26.103515625
70,32,38,25.8837890625,25.8837890625
